3000	3000	
3	72	2784.5	0	0	0	0	0	
3	156	2784.5	0	0	0	0	0	
3	240	2784.5	0	0	0	0	0	
3	324	2784.5	0	0	0	0	0	
3	408	2784.5	0	0	0	0	0	
3	492	2784.5	0	0	0	0	0	
3	576	2784.5	0	0	0	0	0	
3	660	2784.5	0	0	0	0	0	
3	744	2784.5	0	0	0	0	0	
3	828	2784.5	0	0	0	0	0	
3	912	2784.5	0	0	0	0	0	
3	996	2784.5	0	0	0	0	0	
3	1080	2784.5	0	0	0	0	0	
3	1164	2784.5	0	0	0	0	0	
3	1248	2784.5	0	0	0	0	0	
3	1332	2784.5	0	0	0	0	0	
3	1416	2784.5	0	0	0	0	0	
3	1500	2784.5	0	0	0	0	0	
3	1584	2784.5	0	0	0	0	0	
3	1668	2784.5	0	0	0	0	0	
3	1752	2784.5	0	0	0	0	0	
3	1836	2784.5	0	0	0	0	0	
3	1920	2784.5	0	0	0	0	0	
3	2004	2784.5	0	0	0	0	0	
3	2088	2784.5	0	0	0	0	0	
3	2172	2784.5	0	0	0	0	0	
3	2256	2784.5	0	0	0	0	0	
3	2340	2784.5	0	0	0	0	0	
3	2424	2784.5	0	0	0	0	0	
3	2508	2784.5	0	0	0	0	0	
3	2592	2784.5	0	0	0	0	0	
3	2676	2784.5	0	0	0	0	0	
3	2760	2784.5	0	0	0	0	0	
3	2844	2784.5	0	0	0	0	0	
3	64	2671.5	0	0	0	0	0	
3	64	2560.5	0	0	0	0	0	
3	64	2449.5	0	0	0	0	0	
3	64	2338.5	0	0	0	0	0	
3	64	2227.5	0	0	0	0	0	
3	64	2116.5	0	0	0	0	0	
3	64	2005.5	0	0	0	0	0	
3	64	1894.5	0	0	0	0	0	
3	64	1783.5	0	0	0	0	0	
3	64	1672.5	0	0	0	0	0	
3	64	1561.5	0	0	0	0	0	
3	64	1450.5	0	0	0	0	0	
3	64	1339.5	0	0	0	0	0	
3	64	1228.5	0	0	0	0	0	
3	64	1117.5	0	0	0	0	0	
3	64	1006.5	0	0	0	0	0	
3	64	895.5	0	0	0	0	0	
3	64	784.5	0	0	0	0	0	
3	64	673.5	0	0	0	0	0	
3	64	562.5	0	0	0	0	0	
3	64	451.5	0	0	0	0	0	
3	64	340.5	0	0	0	0	0	
3	64	229.5	0	0	0	0	0	
3	64	118.5	0	0	0	0	0	
3	64	7.5	0	0	0	0	0	
3	2848	2673.5	0	0	0	0	0	
3	2848	2562.5	0	0	0	0	0	
3	2848	2451.5	0	0	0	0	0	
3	2848	2340.5	0	0	0	0	0	
3	2848	2229.5	0	0	0	0	0	
3	2848	2118.5	0	0	0	0	0	
3	2848	2007.5	0	0	0	0	0	
3	2848	1896.5	0	0	0	0	0	
3	2848	1785.5	0	0	0	0	0	
3	2848	1674.5	0	0	0	0	0	
3	2848	1563.5	0	0	0	0	0	
3	2848	1452.5	0	0	0	0	0	
3	2848	1341.5	0	0	0	0	0	
3	2848	1230.5	0	0	0	0	0	
3	2848	1119.5	0	0	0	0	0	
3	2848	1008.5	0	0	0	0	0	
3	2848	897.5	0	0	0	0	0	
3	2848	786.5	0	0	0	0	0	
3	2848	675.5	0	0	0	0	0	
3	2848	564.5	0	0	0	0	0	
3	2848	453.5	0	0	0	0	0	
3	2848	342.5	0	0	0	0	0	
3	2848	231.5	0	0	0	0	0	
3	2848	120.5	0	0	0	0	0	
3	2848	9.5	0	0	0	0	0	
1	486.5	2678	1	1.6	1	2	0
2	1068.5	2672	1	3.2	1	1	3	
