1500	800	
3	22	608.5	0	0	0	0	0	
3	106	608.5	0	0	0	0	0	
3	190	608.5	0	0	0	0	0	
3	274	608.5	0	0	0	0	0	
3	358	608.5	0	0	0	0	0	
3	442	608.5	0	0	0	0	0	
3	526	608.5	0	0	0	0	0	
3	610	608.5	0	0	0	0	0	
3	694	608.5	0	0	0	0	0	
3	778	608.5	0	0	0	0	0	
3	862	608.5	0	0	0	0	0	
3	946	608.5	0	0	0	0	0	
3	1030	608.5	0	0	0	0	0	
3	1114	608.5	0	0	0	0	0	
3	1198	608.5	0	0	0	0	0	
3	1282	608.5	0	0	0	0	0	
3	1366	608.5	0	0	0	0	0	
0	752.5	496	1	0	1	2	0	
2	1074.5	504	1	3	1	1	0	
1	352.5	500	1	3	1	2	0	
3	18	522.5	0	0	0	0	0	
3	18	411.5	0	0	0	0	0	
3	18	300.5	0	0	0	0	0	
3	18	189.5	0	0	0	0	0	
3	18	78.5	0	0	0	0	0	
3	1344.5	530	0	0	0	0	0	
3	1348	452.5	0	0	0	0	0	
3	1348	341.5	0	0	0	0	0	
3	1348	230.5	0	0	0	0	0	
3	1348	119.5	0	0	0	0	0	
3	280	404.5	0	0	0	0	0	
3	364	404.5	0	0	0	0	0	
3	448	404.5	0	0	0	0	0	
3	766	388.5	0	0	0	0	0	
3	850	388.5	0	0	0	0	0	
3	934	388.5	0	0	0	0	0	
